Timestamp,1. Gender,2. Age,3. Department/Faculty,4. Academic Rank,5. Years of Teaching Experience,6. Average Class Size,7. How familiar are you with Learning Management Systems (LMS)?,8. How would you rate your AI literacy?,TT1: I trust AI-generated recommendations when supporting classroom decisions.,TT2: AI recommendations appear reliable.,TT3: I feel confident using AI recommendations to identify students requiring support.,TT4: I believe AI predictions can improve my decision-making.,TT5: I am willing to incorporate AI recommendations into my teaching practice.,SH1: SHAP explanations make AI predictions easier to understand.,SH2: SHAP explanations clearly show why a student is identified as needing support.,SH3: SHAP explanations improve transparency of AI recommendations.,SH4: SHAP explanations increase my confidence in AI recommendations.,SH5: SHAP explanations help me verify whether an AI recommendation is reasonable.,EU1: The explanations are easy to interpret.,EU2: The explanation dashboard is user-friendly.,EU3: The explanations provide information relevant to my teaching decisions.,EU4: The explanations are presented in a clear format.,EU5: I can easily use SHAP explanations without technical expertise.,PF1: AI recommendations align with my teaching objectives.,PF2: AI supports early identification of struggling students.,PF3: AI helps improve intervention planning.,PF4: AI complements my professional judgement.,PF5: AI enhances student learning outcomes.,PU1: AI decision-support systems improve my effectiveness as a teacher.,PU2: AI helps me make better classroom decisions.,PU3: AI increases my productivity.,PE1: Learning to use the AI system is easy.,PE2: Interacting with the AI system is straightforward.,PE3: It is easy to obtain explanations from the AI system.,IF1: My institution provides adequate support for AI adoption.,IF2: My institution provides sufficient AI training opportunities.,IF3: Institutional policies encourage responsible AI use.,IF4: The institution provides adequate technological infrastructure.,IF5: Management supports AI-assisted teaching innovations.,HC1: I prefer AI systems that support rather than replace teacher judgement.,HC2: Human judgement should remain central to classroom decisions.,HC3: AI and teachers can effectively work together in decision-making.,HC4: I would collaborate with AI systems in future teaching activities.,HC5: Human-AI collaboration improves educational decision quality.,PQ1: The AI predictions appear accurate.,PQ2: The AI predictions are consistent.,PQ3: The predictions are useful for identifying at-risk students.,PQ4: I would rely on these predictions when planning interventions.,PQ5: The system provides sufficient evidence for its predictions.,FT1: The AI system treats students fairly.,FT2: The AI explanations reduce concerns about bias.,FT3: The prediction process is transparent.,FT4: SHAP explanations improve accountability of AI recommendations.,FT5: I would recommend the use of explainable AI systems in higher education.,1. How did SHAP explanations influence your trust in the AI recommendations?,2. Which aspects of the explanations were most useful for your decision-making?,3. Were there situations where you disagreed with the AI recommendation despite the explanation?,4. What factors encourage or discourage you from collaborating with AI systems?,5. How does your institution support AI adoption in teaching?,6. What training would improve your ability to work effectively with AI systems?,7. How useful were the predictions for identifying students needing support?,8. Did SHAP explanations improve your understanding of prediction outcomes?,"9. What concerns do you have regarding fairness, transparency, or bias?",10. What improvements would you recommend for the proposed XGBoost-SHAP framework?,Record Status
2026/06/27 9:36:36 AM GMT,Male,50 and above,Electrical and Electronic Engineering,Professor,11-15 years,Above 200,Moderate,High,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,2 - Disagree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,They improved trust because the important features influencing the prediction were visible.,"The clear identification of attendance, assessment scores, and participation patterns supported decision-making.",Occasionally. I relied on professional judgement when the available data were incomplete.,"Accuracy, clear explanations, data quality, institutional support, and respect for teacher judgement encourage collaboration.","Management supports technology use through infrastructure, technical assistance, and innovation initiatives.","Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The predictions helped prioritise students for follow-up and intervention planning.,Yes. The explanations clarified how each student factor contributed to the final prediction.,"Fairness should be tested across gender, programme, background, and other relevant student groups.","The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/27 10:00:56 AM GMT,Male,40-49,Computer Science,Lecturer,11-15 years,101-200,Very High,High,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,They improved trust because the important features influencing the prediction were visible.,The comparison of positive and negative contributing factors was most useful.,Occasionally. I relied on professional judgement when the available data were incomplete.,"Accuracy, clear explanations, data quality, institutional support, and respect for teacher judgement encourage collaboration.","Management supports technology use through infrastructure, technical assistance, and innovation initiatives.",Scenario-based training using real classroom cases would improve confidence.,"They were useful for screening, but should not be used as the only basis for a decision.",Yes. The explanations clarified how each student factor contributed to the final prediction.,The system may appear objective even when historical data contain unfair patterns.,"Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/27 10:55:40 AM GMT,Female,50 and above,Electrical and Electronic Engineering,Senior Lecturer,5-10 years,101-200,Moderate,High,4 - Agree,3 - Neutral,3 - Neutral,2 - Disagree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,2 - Disagree,2 - Disagree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,2 - Disagree,2 - Disagree,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,2 - Disagree,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,5 - Strongly Agree,3 - Neutral,The explanations made the recommendations less like a black box and easier to assess.,The comparison of positive and negative contributing factors was most useful.,"No major disagreement occurred, but I would still review the evidence before acting.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",Current support is moderate and mainly focuses on general educational technology rather than AI.,"Training on fairness, transparency, privacy, and combining AI evidence with professional judgement is required.",The results provided an early warning that could guide further investigation.,"They improved my understanding, although some technical terms required further explanation.","Fairness should be tested across gender, programme, background, and other relevant student groups.","Add confidence scores, simple language summaries, and links to the evidence supporting each prediction.",Original sample
2026/06/27 12:17:25 PM GMT,Male,40-49,Accounting and Finance,Lecturer,5-10 years,50-100,Moderate,Moderate,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,They improved my confidence when the highlighted factors matched what I knew about the student.,The visual summary showing why a student was classified as at risk was most useful.,"Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.","Accuracy, clear explanations, data quality, institutional support, and respect for teacher judgement encourage collaboration.",Current support is moderate and mainly focuses on general educational technology rather than AI.,"Hands-on workshops on AI ethics, bias detection, data privacy, and decision-support tools are needed.","They were useful for screening, but should not be used as the only basis for a decision.","They improved my understanding, although some technical terms required further explanation.","Fairness should be tested across gender, programme, background, and other relevant student groups.","The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/27 2:51:55 PM GMT,Male,30-39,Computer Science,Lecturer,11-15 years,Less than 50,Very High,Very High,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,They improved trust because the important features influencing the prediction were visible.,"The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.","The institution provides computer laboratories and technical support, but access and connectivity can be improved.",Scenario-based training using real classroom cases would improve confidence.,The predictions helped prioritise students for follow-up and intervention planning.,"To a large extent, because I could see why the model reached a particular outcome.",There should be clear accountability when an AI-supported recommendation negatively affects a student.,"Provide role-based access, stronger privacy controls, and an audit trail for decisions.",Original sample
2026/06/27 3:50:43 PM GMT,Male,40-49,Computer Science,Lecturer,11-15 years,101-200,Moderate,Moderate,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,2 - Disagree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,2 - Disagree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,The explanations made the recommendations less like a black box and easier to assess.,"The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.","Evidence of fairness, privacy protection, and consistent performance would encourage collaboration.","The institution provides computer laboratories and technical support, but access and connectivity can be improved.","Training on fairness, transparency, privacy, and combining AI evidence with professional judgement is required.",The predictions were useful for identifying students who may require early academic support.,"Yes, especially when the dashboard displayed both supporting and opposing factors.","Fairness should be tested across gender, programme, background, and other relevant student groups.","The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/27 4:41:10 PM GMT,Female,50 and above,Liberal Studies,Assistant Lecturer,11-15 years,50-100,High,High,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,They improved my confidence when the highlighted factors matched what I knew about the student.,The visual summary showing why a student was classified as at risk was most useful.,"Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.",I am encouraged when AI complements rather than replaces professional judgement.,"Support exists through ICT services and staff development programmes, although more AI-specific training is needed.","Hands-on workshops on AI ethics, bias detection, data privacy, and decision-support tools are needed.",They were helpful in identifying patterns that may not be immediately visible in routine classroom monitoring.,Yes. SHAP made the prediction process more transparent and easier to interpret.,"I am concerned about biased training data, unequal treatment of students, and insufficient transparency.","Provide role-based access, stronger privacy controls, and an audit trail for decisions.",Original sample
2026/06/27 5:01:57 PM GMT,Female,30-39,Food Technology,Senior Lecturer,11-15 years,50-100,Very High,Low,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,They improved my confidence when the highlighted factors matched what I knew about the student.,Feature importance and the direction of each factor helped me understand the recommendation.,"No major disagreement occurred, but I would still review the evidence before acting.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",The institution encourages digital learning but formal AI policies and training are still developing.,"Regular workshops on data preparation, dashboard use, and responsible intervention planning would be useful.",The results provided an early warning that could guide further investigation.,Yes. The explanations clarified how each student factor contributed to the final prediction.,"Fairness should be tested across gender, programme, background, and other relevant student groups.","The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/27 5:52:06 PM GMT,Male,40-49,Pharmaceutical Sciences,Lecturer,11-15 years,50-100,Moderate,High,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,2 - Disagree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,The explanations made the recommendations less like a black box and easier to assess.,"The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Sometimes, particularly when the prediction did not reflect classroom participation and recent progress.",I am encouraged when AI complements rather than replaces professional judgement.,"The institution provides computer laboratories and technical support, but access and connectivity can be improved.","Practical training on responsible AI use, interpretation of SHAP outputs, and classroom application would be helpful.",They were moderately useful and would be stronger when combined with current lecturer observations.,"Yes, especially when the dashboard displayed both supporting and opposing factors.",There should be clear accountability when an AI-supported recommendation negatively affects a student.,"The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/27 6:21:19 PM GMT,Female,40-49,Management Studies,Senior Lecturer,11-15 years,50-100,Moderate,Very High,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,2 - Disagree,4 - Agree,2 - Disagree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,2 - Disagree,3 - Neutral,4 - Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,"My trust improved, but only when the explanation was clear and supported by accurate student data.",The concise dashboard and explanation of individual predictions were helpful.,Yes. Some recommendations appeared too dependent on historical assessment scores.,Training and a user-friendly system encourage collaboration; lack of technical support discourages it.,"Support exists through ICT services and staff development programmes, although more AI-specific training is needed.","Hands-on workshops on AI ethics, bias detection, data privacy, and decision-support tools are needed.",The predictions helped prioritise students for follow-up and intervention planning.,"Yes, especially when the dashboard displayed both supporting and opposing factors.",I am concerned about overreliance on predictions and limited opportunities for students to challenge decisions.,"Add confidence scores, simple language summaries, and links to the evidence supporting each prediction.",Original sample
2026/06/27 6:30:29 PM GMT,Male,30-39,Hospitality and Tourism Management,Lecturer,5-10 years,Less than 50,Moderate,Moderate,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,2 - Disagree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,They improved my confidence when the highlighted factors matched what I knew about the student.,Feature importance and the direction of each factor helped me understand the recommendation.,"Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",Current support is moderate and mainly focuses on general educational technology rather than AI.,"Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The predictions helped prioritise students for follow-up and intervention planning.,Yes. The explanations clarified how each student factor contributed to the final prediction.,The system may appear objective even when historical data contain unfair patterns.,"The framework should include fairness monitoring, data-quality checks, and regular model validation.",Original sample
2026/06/28 8:28:15 AM GMT,Male,50 and above,Management Studies,Lecturer,More than 15 years,101-200,Very High,High,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,They improved trust because the important features influencing the prediction were visible.,The ranking of the most influential student factors was the most useful aspect.,Occasionally. I relied on professional judgement when the available data were incomplete.,"Accuracy, clear explanations, data quality, institutional support, and respect for teacher judgement encourage collaboration.","Management supports technology use through infrastructure, technical assistance, and innovation initiatives.","Regular workshops on data preparation, dashboard use, and responsible intervention planning would be useful.",The results provided an early warning that could guide further investigation.,"Somewhat. The visual explanation was helpful, but additional contextual guidance would improve understanding.",I am concerned about overreliance on predictions and limited opportunities for students to challenge decisions.,"Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/28 9:41:55 AM GMT,Male,40-49,Management Studies,Senior Lecturer,11-15 years,101-200,High,Moderate,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,2 - Disagree,4 - Agree,2 - Disagree,3 - Neutral,2 - Disagree,3 - Neutral,2 - Disagree,3 - Neutral,2 - Disagree,2 - Disagree,2 - Disagree,2 - Disagree,2 - Disagree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,2 - Disagree,3 - Neutral,2 - Disagree,4 - Agree,"My trust improved, but only when the explanation was clear and supported by accurate student data.","The clear identification of attendance, assessment scores, and participation patterns supported decision-making.","Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.",I am encouraged when AI complements rather than replaces professional judgement.,"The institution provides LMS platforms, internet access, and occasional digital teaching workshops.","Training should cover basic AI literacy, model limitations, and how to interpret prediction explanations.",The results provided an early warning that could guide further investigation.,Yes. The explanations clarified how each student factor contributed to the final prediction.,There should be clear accountability when an AI-supported recommendation negatively affects a student.,"Provide role-based access, stronger privacy controls, and an audit trail for decisions.",Original sample
2026/06/28 10:46:19 AM GMT,Male,30-39,Hospitality and Tourism Management,Lecturer,5-10 years,Less than 50,High,Moderate,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,The explanations made the recommendations less like a black box and easier to assess.,Feature importance and the direction of each factor helped me understand the recommendation.,"No major disagreement occurred, but I would still review the evidence before acting.","Poor infrastructure, limited training, and unexplained recommendations would discourage collaboration.",The institution encourages digital learning but formal AI policies and training are still developing.,"Regular workshops on data preparation, dashboard use, and responsible intervention planning would be useful.","They were useful for screening, but should not be used as the only basis for a decision.","To a large extent, because I could see why the model reached a particular outcome.",There should be clear accountability when an AI-supported recommendation negatively affects a student.,Pilot the framework across multiple departments and retrain it regularly with representative institutional data.,Original sample
2026/06/28 11:50:00 AM GMT,Female,40-49,Management Studies,Associate Professor,11-15 years,50-100,Moderate,Moderate,4 - Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,4 - Agree,3 - Neutral,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,5 - Strongly Agree,4 - Agree,4 - Agree,4 - Agree,4 - Agree,"Trust increased moderately, although I would still confirm recommendations with my professional judgement.","The clear identification of attendance, assessment scores, and participation patterns supported decision-making.",Yes. Some recommendations appeared too dependent on historical assessment scores.,"Evidence of fairness, privacy protection, and consistent performance would encourage collaboration.","Support exists through ICT services and staff development programmes, although more AI-specific training is needed.","Regular workshops on data preparation, dashboard use, and responsible intervention planning would be useful.",The predictions were useful for identifying students who may require early academic support.,"Yes, especially when the dashboard displayed both supporting and opposing factors.","I am concerned about biased training data, unequal treatment of students, and insufficient transparency.","Include recent student progress, lecturer observations, and contextual factors in the model.",Original sample
2026/06/28 3:13:38 PM GMT,Female,50 and above,Food Technology,Lecturer,5-10 years,Less than 50,High,High,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,4 - Agree,4 - Agree,2 - Disagree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,1 - Strongly Disagree,2 - Disagree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,3 - Neutral,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,5 - Strongly Agree,5 - Strongly Agree,4 - Agree,5 - Strongly Agree,3 - Neutral,3 - Neutral,5 - Strongly Agree,The explanations increased our confidence by showing the main factors behind each recommendation.,Feature importance and the direction of each factor helped me understand the recommendation.,"Yes, especially when my knowledge of the student's personal circumstances contradicted the recommendation.","Evidence of fairness, privacy protection, and consistent performance would encourage collaboration.",Current support is moderate and mainly focuses on general educational technology rather than AI.,"Training on fairness, transparency, privacy, and combining AI evidence with professional judgement is required.",They were helpful in identifying patterns that may not be immediately visible in routine classroom monitoring.,"Yes, especially when the dashboard displayed both supporting and opposing factors.","My main concerns are data privacy, inaccurate records, and possible bias against particular student groups.",Pilot the framework across multiple departments and retrain it regularly with representative institutional data.,Original sample
2026/06/28 3:26:39 PM GMT,Male,30-39,Building Technology,Lecturer,Less than 5 years,Above 200,High,Moderate,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,3 - Neutral,4 - Agree,2 - Disagree,2 - Disagree,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,4 - Agree,3 - Neutral,3 - Neutral,3 - Neutral,2 - Disagree,3 - Neutral,3 - Neutral,1 - Strongly Disagree,2 - Disagree,4 - Agree,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,3 - Neutral,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,3 - Neutral,4 - Agree,4 - Agree,The explanations made the recommendations less like a black box and easier to assess.,The visual summary showing why a student was classified as at risk was most useful.,Occasionally. I relied on professional judgement when the available data were incomplete.,I am encouraged when AI complements rather than replaces professional judgement.,The institution encourages digital learning but formal AI policies and training are still developing.,"Hands-on workshops on AI ethics, bias detection, data privacy, and decision-support tools are needed.",They were moderately useful and would be stronger when combined with current lecturer observations.,"To a large extent, because I could see why the model reached a particular outcome.","Fairness should be tested across gender, programme, background, and other relevant student groups.","Improve the dashboard, include clearer local explanations, and allow lecturers to provide feedback on recommendations.",Original sample
